CRS SUBJ CD,CRS NBR,CRS TITLE,DEPT CD,DEPT NAME,A,B,C,D,F,ADV,CR,DFR,I,NG,NR,O,PR,S,U,W,Primary Instructor,Grade Regs,SUBJECT NAME
AAST,100,Intro African American Studies,2363,Black Studies,19,32,5,1,1,0,0,0,0,0,0,0,0,0,0,2,"Ransby, Barbara",60,AAST
AAST,101,Intro to African Diaspora,2363,Black Studies,22,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"LaMothe, Mario Jacques",30,AAST
AAST,103,African Amer Politics&Culture,2363,Black Studies,4,13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"Johnson, Cedric",18,AAST
AAST,104,African Americans & Education,2363,Black Studies,5,9,1,0,0,0,0,0,7,0,2,0,0,0,0,1,"Stovall, David O",25,AAST
AAST,207,Racism: Global Perspectives,2363,Black Studies,15,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Clarno, Andrew J",25,AAST
AAST,242,Modern Africa,2316,History,7,5,8,3,0,0,0,0,2,0,0,0,0,0,0,1,"Hoppe, Kirk A",26,AAST
AAST,247,African American Hist to 1877,2363,Black Studies,6,8,1,0,0,0,0,0,1,0,0,0,0,0,0,2,Grad Asst,18,AAST
AAST,258,Race and Urban Life,2363,Black Studies,2,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Johnson, Cedric",13,AAST
AAST,262,Black Music and Feminism,2363,Black Studies,0,6,2,0,1,0,0,0,0,0,0,0,0,0,0,3,"Jabir, Johari",12,AAST
AAST,263,Afr Amer Intellectual History,2363,Black Studies,7,5,0,0,0,0,0,0,2,0,0,0,0,0,0,2,"Clarke, Ainsworth A.",16,AAST
AAST,272,"Race, Gender, and Sexuality",2363,Black Studies,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,"Richie, Beth E",10,AAST
ACTG,210,Intro Financial Accounting,2656,Accounting,23,51,68,18,21,0,0,0,0,0,0,0,0,0,0,33,"Galvan, Abel",214,ACTG
ACTG,210,Intro Fin Acct for Actg Majors,2656,Accounting,22,29,24,9,3,0,0,0,0,0,1,0,0,0,0,4,"Eccher, Elizabeth",92,ACTG
ACTG,211,Intr Man Actg for Bus Scholars,2656,Accounting,8,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,"Martin, Melissa",22,ACTG
ACTG,211,Intro Mang Acct for Actg Major,2656,Accounting,17,27,26,3,3,0,0,0,1,0,0,0,0,0,0,3,"Martin, Melissa",80,ACTG
ACTG,211,Intro Managerial Accounting,2656,Accounting,23,27,34,40,13,0,0,0,1,0,0,0,0,0,0,16,"Kemp, Robert E",154,ACTG
ACTG,211,Intro Mgrl Actg for BBA online,2656,Accounting,23,10,6,2,0,0,0,0,0,0,0,0,0,0,0,1,"Jastrzebski, Ronald J",42,ACTG
ACTG,315,Intermediate Financial Actg I,2656,Accounting,21,27,25,11,0,0,0,0,1,0,0,0,0,0,0,1,"Nekrasov, Alexander",86,ACTG
ACTG,316,Intermediate Financial Actg II,2656,Accounting,11,16,23,5,1,0,0,0,0,0,0,0,0,0,0,3,"Salama, Yehia A.",59,ACTG
ACTG,326,Cost Accounting,2656,Accounting,14,20,15,5,1,0,0,0,0,0,0,0,0,0,0,2,"Hart, Daphne",57,ACTG
ACTG,355,Business Law I,2656,Accounting,13,11,8,1,2,0,0,0,0,0,0,0,0,0,0,0,"Leahy, Edward",35,ACTG
ACTG,355,Business Law I,2656,Accounting,27,18,14,6,0,0,0,0,0,0,0,0,0,0,0,0,"Scully, George",65,ACTG
ACTG,417,Adv Financial Accounting,2656,Accounting,9,16,16,2,1,0,0,0,0,0,0,0,0,0,0,2,"Chen, Gary",46,ACTG
ACTG,435,Auditing,2656,Accounting,8,36,19,2,1,0,0,0,0,0,0,0,0,0,0,3,"Galvan, Abel",69,ACTG
ACTG,445,Federal Income Tax I,2656,Accounting,27,45,13,3,1,0,0,0,1,0,0,0,0,0,0,0,"Savoy, Steven J",90,ACTG
ACTG,465,Govt & Non-Profit Actg,2656,Accounting,1,3,4,1,0,0,0,0,0,0,0,0,0,0,0,1,"Kemp, Robert E",10,ACTG
ACTG,470,Ethical Environment Business,2656,Accounting,44,24,11,1,2,0,0,0,1,0,0,0,0,0,0,1,"Scully, George",84,ACTG
ACTG,474,Actg Information Systems,2656,Accounting,29,40,18,4,2,0,0,0,0,0,0,0,0,0,0,6,"Jastrzebski, Ronald J",99,ACTG
ACTG,475,Database Accounting Systems,2656,Accounting,6,8,9,5,1,0,0,0,0,0,0,0,0,0,0,1,"Popowits, Michael T",30,ACTG
ACTG,493,Actg Cases Research & Analysis,2656,Accounting,29,35,13,2,0,0,0,0,1,0,0,0,0,0,0,0,"Li, Siyi",80,ACTG
ACTG,493,Actg Cases Research & Analysis,2656,Accounting,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Balachandran, Sudhakar V",11,ACTG
ACTG,494,Enterprise Accting Systems,2656,Accounting,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Akinosho, Michael",16,ACTG
ACTG,500,Intro Financial Actg,2656,Accounting,31,30,2,0,0,0,0,0,1,0,0,0,0,0,0,0,"Goodman, Charles Joseph",64,ACTG
ACTG,506,Management Accounting,2656,Accounting,9,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Das, Somnath",21,ACTG
ACTG,509,Business Law,2656,Accounting,4,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Scully, George",10,ACTG
ACTG,516,Financial Statement Analysis,2656,Accounting,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"Ramakrishnan, Ram T S",11,ACTG
ACTG,525,Mgmt Control/Strateg Performnc,2656,Accounting,12,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"Balachandran, Sudhakar V",22,ACTG
ACTG,537,Fraud Examination,2656,Accounting,8,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"Popowits, Michael T",15,ACTG
ACTG,585,Corporate Valuation &Actg Info,2656,Accounting,9,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Kirschenheiter, Michael",15,ACTG
